unique_code,tipoies,region,nombreies,nombrecarrera,modalidad
I260S12C295J2V1,Centros de Formación Técnica,REGION DE LOS RIOS,CFT SANTO TOMAS,TECNICO EN FARMACIA,Presencial
I260S12C29J1V1,Centros de Formación Técnica,REGION DE LOS RIOS,CFT SANTO TOMAS,LABORATORISTA DENTAL,Presencial
I260S12C320J1V1,Centros de Formación Técnica,REGION DE LOS RIOS,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S12C47J1V1,Centros de Formación Técnica,REGION DE LOS RIOS,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S12C79J1V1,Centros de Formación Técnica,REGION DE LOS RIOS,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S1C100J2V1,Centros de Formación Técnica,REGION DE ARICA Y PARINACOTA,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S1C120J2V1,Centros de Formación Técnica,REGION DE ARICA Y PARINACOTA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S1C320J1V1,Centros de Formación Técnica,REGION DE ARICA Y PARINACOTA,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S1C43J2V1,Centros de Formación Técnica,REGION DE ARICA Y PARINACOTA,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S1C47J1V1,Centros de Formación Técnica,REGION DE ARICA Y PARINACOTA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S1C79J1V1,Centros de Formación Técnica,REGION DE ARICA Y PARINACOTA,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S21C100J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S21C100J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S21C107J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,CONTABILIDAD GENERAL,Presencial
I260S21C108J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S21C115J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN LABORATORIO CLINICO BANCO DE SANGRE E IMAGENOLOGIA,Presencial
I260S21C118J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA GINECO-OBSTETRICA Y NEONATAL,Presencial
I260S21C120J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S21C120J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S21C234J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION LOGISTICA,Presencial
I260S21C263J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial
I260S21C276J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S21C280J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S21C280J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S21C281J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN COMERCIO EXTERIOR,Presencial
I260S21C282J1V2,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN DEPORTES,Presencial
I260S21C283J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN HOTELERIA Y TURISMO,Presencial
I260S21C285J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S21C29J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,LABORATORISTA DENTAL,Presencial
I260S21C301J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TURISMO AVENTURA,Presencial
I260S21C314J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,SERVICIOS AEROCOMERCIALES Y TRANSPORTES TURISTICOS,Presencial
I260S21C320J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S21C43J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S21C47J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S21C47J2V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S21C79J1V1,Centros de Formación Técnica,REGION METROPOLITANA,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S22C100J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S22C108J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S22C120J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S22C120J2V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S22C211J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN ANALISIS QUIMICO,Presencial
I260S22C280J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S22C282J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN DEPORTES,Presencial
I260S22C29J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,LABORATORISTA DENTAL,Presencial
I260S22C320J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S22C43J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S22C47J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S22C78J2V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S22C79J1V1,Centros de Formación Técnica,REGION DE COQUIMBO,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S25C100J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S25C108J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S25C119J2V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN PODOLOGIA CLINICA,Presencial
I260S25C120J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S25C276J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S25C280J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S25C285J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S25C29J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,LABORATORISTA DENTAL,Presencial
I260S25C320J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S25C43J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S25C47J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S25C47J2V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S25C78J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S25C79J1V1,Centros de Formación Técnica,REGION DEL MAULE,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S2C100J2V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S2C108J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S2C115J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN LABORATORIO CLINICO BANCO DE SANGRE E IMAGENOLOGIA,Presencial
I260S2C118J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA GINECO-OBSTETRICA Y NEONATAL,Presencial
I260S2C120J2V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S2C125J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA Y PROCEDIMIENTOS DE APOYO A LA REHABILITACION,Presencial
I260S2C276J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S2C280J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S2C320J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S2C320J2V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S2C47J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S2C79J1V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S2C79J2V1,Centros de Formación Técnica,REGION DE TARAPACA,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S34C108J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S34C120J2V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S34C234J2V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION LOGISTICA,Presencial
I260S34C276J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S34C280J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S34C280J2V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S34C285J2V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S34C295J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN FARMACIA,Presencial
I260S34C320J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S34C47J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S34C50J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO AGRICOLA Y GANADERO,Presencial
I260S34C78J2V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S34C79J1V1,Centros de Formación Técnica,REGION DEL BIOBIO,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S35C108J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S35C115J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN LABORATORIO CLINICO BANCO DE SANGRE E IMAGENOLOGIA,Presencial
I260S35C119J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN PODOLOGIA CLINICA,Presencial
I260S35C120J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S35C276J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S35C280J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S35C285J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S35C320J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S35C47J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S35C78J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S35C79J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S35C84J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TOPOGRAFIA,Presencial
I260S37C102J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN PRODUCCION ACUICOLA,Presencial
I260S37C102J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN PRODUCCION ACUICOLA,Presencial
I260S37C108J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S37C119J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN PODOLOGIA CLINICA,Presencial
I260S37C120J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S37C120J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S37C280J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S37C285J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S37C295J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN FARMACIA,Presencial
I260S37C320J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S37C47J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S37C78J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S37C78J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S37C79J1V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S37C84J2V1,Centros de Formación Técnica,REGION DE LOS LAGOS,CFT SANTO TOMAS,TOPOGRAFIA,Presencial
I260S38C100J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO JURIDICO,Presencial
I260S38C108J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S38C118J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ENFERMERIA GINECO-OBSTETRICA Y NEONATAL,Presencial
I260S38C120J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S38C120J2V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S38C234J2V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION LOGISTICA,Presencial
I260S38C276J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S38C280J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S38C285J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S38C29J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,LABORATORISTA DENTAL,Presencial
I260S38C320J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S38C43J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S38C47J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S38C47J2V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S38C78J2V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S38C79J1V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S38C84J2V1,Centros de Formación Técnica,REGION DE VALPARAISO,CFT SANTO TOMAS,TOPOGRAFIA,Presencial
I260S3C108J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S3C115J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN LABORATORIO CLINICO BANCO DE SANGRE E IMAGENOLOGIA,Presencial
I260S3C234J2V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION LOGISTICA,Presencial
I260S3C263J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION DE RECURSOS HUMANOS,Presencial
I260S3C276J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S3C280J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S3C282J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN DEPORTES,Presencial
I260S3C297J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN GESTION DE MEDIO AMBIENTE,Presencial
I260S3C316J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA MENCION TERAPIAS COMPLEMENTARIAS,Presencial
I260S3C320J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S3C47J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S3C79J1V1,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S41C107J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,CONTABILIDAD GENERAL,Presencial
I260S41C107J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,CONTABILIDAD GENERAL,Presencial
I260S41C108J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S41C119J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN PODOLOGIA CLINICA,Presencial
I260S41C120J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S41C120J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S41C234J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION LOGISTICA,Presencial
I260S41C276J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S41C280J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S41C280J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S41C282J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN DEPORTES,Presencial
I260S41C285J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN VETERINARIA Y PRODUCCION PECUARIA,Presencial
I260S41C320J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S41C320J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S41C43J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S41C43J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S41C47J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S41C78J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S41C78J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
I260S41C79J1V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S41C79J2V1,Centros de Formación Técnica,REGION DEL LIBERTADOR BERNARDO OHIGGINS,CFT SANTO TOMAS,TECNICO EN EDUCACION ESPECIAL,Presencial
I260S42C108J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,PREPARADOR FISICO,Presencial
I260S42C118J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN ENFERMERIA GINECO-OBSTETRICA Y NEONATAL,Presencial
I260S42C120J2V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN ADMINISTRACION,Presencial
I260S42C276J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN ODONTOLOGIA MENCION HIGIENISTA DENTAL,Presencial
I260S42C280J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,GASTRONOMIA INTERNACIONAL Y TRADICIONAL CHILENA,Presencial
I260S42C284J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN REGISTROS E INFORMACION BIOMEDICA,Presencial
I260S42C29J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,LABORATORISTA DENTAL,Presencial
I260S42C320J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN EDUCACION PARVULARIA 1° Y 2° BASICO,Presencial
I260S42C43J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO AGRICOLA,Presencial
I260S42C47J1V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Presencial
I260S42C78J2V1,Centros de Formación Técnica,REGION DE ÑUBLE,CFT SANTO TOMAS,TECNICO EN CONSTRUCCIONES CIVILES,Presencial
